ID,Name,Dumpster,Month,Year,Date,Weight,Volume,PlasticBottles,Polystyrene,CigaretteButts,GlassBottles,PlasticBags,Wrappers,SportsBalls,HomesPowered,plastic_dumping_score,drinking_smoking_score
mister,Mister Trash Wheel,189,April,2017,4/8/2017,4.01,18,340,510,2000,10,730,910,5,67,-0.16866043733251118,-0.7135335814115078
mister,Mister Trash Wheel,190,April,2017,4/8/2017,3.88,15,360,490,1000,15,820,950,8,65,-0.16942757368385244,-0.38967280894816564
mister,Mister Trash Wheel,191,April,2017,4/21/2017,4.67,15,2540,2330,12000,32,2450,2670,10,78,1.6871030576178492,0.2862458593522065
mister,Mister Trash Wheel,192,May,2017,5/5/2017,3.53,18,2870,3140,16000,21,3460,3720,11,59,3.1990026364521533,-0.7760486628044305
mister,Mister Trash Wheel,193,May,2017,5/5/2017,4.07,15,2230,2820,14000,19,3250,3890,14,68,3.043901721523969,-0.8697674719748777
mister,Mister Trash Wheel,194,May,2017,5/6/2017,3.93,15,2340,2530,15000,18,2890,3100,12,66,2.4979921594272256,-0.8083564233698375
mister,Mister Trash Wheel,195,May,2017,5/11/2017,2.59,18,2560,2430,18000,16,3120,3240,8,43,2.7820116577747784,-1.0042426752638511
mister,Mister Trash Wheel,196,May,2017,5/11/2017,3.81,15,2340,2250,19000,22,2830,3020,5,64,2.3143796882183416,-0.5073901540309239
mister,Mister Trash Wheel,197,May,2017,5/22/2017,3.3,15,2480,2320,14000,21,2990,3120,9,55,2.520672399872627,-0.6206388177510171
mister,Mister Trash Wheel,198,May,2017,5/22/2017,3.84,18,2540,2410,15000,16,1980,2230,5,64,1.4450891862681157,-0.692370963133724
mister,Mister Trash Wheel,199,May,2017,5/26/2017,4.1,15,2980,2830,17000,18,2590,2730,14,68,2.1625552662949623,-0.7275746642154362
mister,Mister Trash Wheel,200,June,2017,6/21/2017,4.1,18,3250,2980,21000,23,3460,3640,12,68,3.1355961954271523,-0.6302641454539123
mister,Mister Trash Wheel,201,June,2017,6/21/2017,2.52,15,3340,3120,26000,16,2640,3010,8,42,2.3500993723843684,-0.8980046711819231
mister,Mister Trash Wheel,202,June,2017,6/27/2017,1.95,15,2850,2560,17000,21,2430,2790,7,33,1.9367478400380806,-0.48193390660360047
mister,Mister Trash Wheel,203,July,2017,7/3/2017,3.58,18,3220,3140,23000,24,2870,3160,18,60,2.4573401253329545,-0.4048121232530306
mister,Mister Trash Wheel,204,July,2017,7/3/2017,1.5,15,2110,1920,14000,32,1780,2140,11,25,0.877440104058772,0.47524123093151743
mister,Mister Trash Wheel,205,July,2017,7/12/2017,3.63,15,3670,3240,32000,34,3020,3560,22,61,2.531086004799051,0.22949223347499903
mister,Mister Trash Wheel,206,July,2017,7/27/2017,2.21,18,2890,2710,11000,20,2890,3250,13,37,2.523868504067522,-0.6840491295744436
mister,Mister Trash Wheel,207,July,2017,7/28/2017,4.04,15,1460,1250,9000,12,1120,1540,21,67,0.4235859343992988,-0.7142877674941138
mister,Mister Trash Wheel,208,August,2017,8/2/2017,3.87,15,3240,3120,18000,27,2780,3170,14,65,2.31088788953609,-0.17802426885104472
mister,Mister Trash Wheel,209,August,2017,8/4/2017,3.68,18,3530,3240,26000,25,3250,3590,9,61,2.9139386589695113,-0.44693440380051064
mister,Mister Trash Wheel,210,August,2017,8/7/2017,2.17,15,2760,2500,19000,31,2230,2740,6,36,1.5350992513146675,0.2595538172668457
mister,Mister Trash Wheel,211,August,2017,8/11/2017,2.1,15,2980,2740,22000,28,2640,2930,13,35,2.0601316880335334,-0.05528237059956462
mister,Mister Trash Wheel,212,August,2017,8/18/2017,3.7,18,2430,2010,27000,36,2910,3310,11,62,2.1810355946247397,0.4329592048332924
mister,Mister Trash Wheel,213,August,2017,8/19/2017,3.3899999999999997,15,1500,1390,12000,42,600,750,6,57,-0.8451643060520985,1.5214130911580332
mister,Mister Trash Wheel,214,August,2017,8/19/2017,3.14,15,1270,1140,9000,13,780,890,8,52,-0.10579470012150319,-0.5293807733784771
mister,Mister Trash Wheel,215,August,2017,8/19/2017,3.54,18,1340,1180,13000,31,630,1250,5,59,-0.49956268554921546,0.7294971289638091
mister,Mister Trash Wheel,216,September,2017,9/12/2017,3.07,18,2780,2540,11000,21,1460,1870,6,51,0.7827064179038457,-0.2135229165684554
mister,Mister Trash Wheel,217,September,2017,9/25/2017,2.15,15,2910,2890,14000,32,1870,2140,12,36,1.0648941586487328,0.43442552845350896
mister,Mister Trash Wheel,218,October,2017,10/11/2017,2.76,15,2760,2450,11000,24,1640,2350,8,46,1.0097926796758867,-0.07154656647695193
mister,Mister Trash Wheel,219,October,2017,10/25/2017,2.76,18,2950,2780,10000,29,1780,2130,7,46,1.021101982122445,0.24884116088016722
mister,Mister Trash Wheel,220,November,2017,11/14/2017,2.38,15,2550,2870,12000,23,1640,2210,13,40,1.031155757167205,-0.14018105801147931
mister,Mister Trash Wheel,221,November,2017,11/15/2017,2.02,15,2720,2980,11000,32,1870,2340,11,34,1.1183067877212214,0.4214169801056997
mister,Mister Trash Wheel,222,January,2018,1/15/2018,2.17,15,2540,3160,15000,28,2220,2560,12,36,1.5959142938130748,0.05158669318482508
mister,Mister Trash Wheel,223,January,2018,1/25/2018,2.08,15,2370,2790,21000,12,1540,2760,8,35,1.2772384822259801,-0.9069340215588844
mister,Mister Trash Wheel,224,February,2018,2/5/2018,3.12,18,2250,3120,18000,16,1630,2800,6,52,1.319378686706513,-0.6588076497626077
mister,Mister Trash Wheel,225,February,2018,2/5/2018,2.4499999999999997,15,1260,1670,22000,9,870,1580,4,41,0.2793465917036075,-0.8733848982400775
mister,Mister Trash Wheel,226,February,2018,2/5/2018,3.72,15,950,1470,16000,11,920,1340,6,62,0.2027936911902019,-0.7288363060302007
mister,Mister Trash Wheel,227,February,2018,2/6/2018,4,18,1020,1590,14000,7,1110,1850,12,67,0.6052488321079038,-1.0800278853518663
mister,Mister Trash Wheel,228,February,2018,2/11/2018,3.54,15,2250,2560,24000,18,1430,2260,14,59,0.9136184311841692,-0.4335616058972436
mister,Mister Trash Wheel,229,February,2018,2/11/2018,3.19,15,1130,1470,12000,10,650,1400,5,53,-0.01563374982910905,-0.742311616818301
mister,Mister Trash Wheel,230,February,2018,2/11/2018,4.51,18,1240,1510,11000,6,710,1390,4,75,0.12018851697677,-1.0332538840203336
mister,Mister Trash Wheel,231,February,2018,2/13/2018,2.97,15,1950,2130,16000,3,1050,1670,8,50,0.643595178653572,-1.3457772240292472
mister,Mister Trash Wheel,232,February,2018,2/13/2018,3.78,15,1460,1620,12000,5,630,1320,3,63,0.0598425709436545,-1.0831652300942614
mister,Mister Trash Wheel,233,March,2018,3/6/2018,2.66,15,2210,2650,18000,11,1420,1710,7,44,0.8990386315968371,-0.8871471085795151
mister,Mister Trash Wheel,234,March,2018,3/6/2018,2.64,15,2470,2810,19000,13,1540,1980,10,44,1.0642839616459827,-0.7944773861535146
mister,Mister Trash Wheel,235,April,2018,4/16/2018,4.3,15,2150,2300,23000,16,1320,2070,12,72,0.7732215635204702,-0.5315620625931057
mister,Mister Trash Wheel,236,April,2018,4/16/2018,2.9099999999999997,15,970,1100,8000,2,300,800,1,49,-0.38416722934190184,-1.176997807327603
mister,Mister Trash Wheel,237,April,2018,4/16/2018,3.62,15,840,920,7000,3,290,650,4,60,-0.46740827115622335,-1.093462107341887
mister,Mister Trash Wheel,238,April,2018,4/16/2018,2.4,12,790,910,8000,4,260,590,2,40,-0.5334782665682556,-1.0136008546787914
mister,Mister Trash Wheel,239,April,2018,4/17/2018,3.19,15,750,830,6000,3,190,400,4,53,-0.6353113666275506,-1.0551469284316135
mister,Mister Trash Wheel,240,April,2018,4/17/2018,3.03,15,810,890,5000,4,200,450,3,51,-0.6271135842325731,-0.992445974983578
mister,Mister Trash Wheel,241,April,2018,4/17/2018,3.26,15,790,1020,6000,3,150,500,4,54,-0.6299113094794464,-1.0556197719013125
mister,Mister Trash Wheel,242,April,2018,4/17/2018,3.04,15,670,840,7000,2,230,620,3,51,-0.5235339797781952,-1.1455715395487602
mister,Mister Trash Wheel,243,April,2018,4/18/2018,3.09,15,710,910,7000,4,310,780,4,52,-0.4382298228537021,-1.0355282071690577
mister,Mister Trash Wheel,244,April,2018,4/18/2018,2.72,15,730,840,6000,6,280,640,2,45,-0.5485373770051603,-0.8812822021601232
mister,Mister Trash Wheel,245,April,2018,4/18/2018,3.65,15,820,980,7000,5,170,590,5,61,-0.6286240004121335,-0.9259190903016196
mister,Mister Trash Wheel,246,April,2018,4/18/2018,3.38,15,760,870,6000,3,240,720,1,56,-0.5055259667119532,-1.085199621720925
mister,Mister Trash Wheel,247,April,2018,4/18/2018,3.44,15,670,780,6000,7,310,810,3,57,-0.5020026395753143,-0.8271122700757354
mister,Mister Trash Wheel,248,April,2018,4/18/2018,2.57,15,730,850,6000,2,110,570,2,43,-0.6484250713393176,-1.1164401313258925
mister,Mister Trash Wheel,249,April,2018,4/20/2018,3.36,15,750,870,7000,4,230,730,4,56,-0.5291186908300299,-1.0141762015520175
mister,Mister Trash Wheel,250,April,2018,4/20/2018,2.72,15,820,910,8000,3,190,610,2,45,-0.5744645891620174,-1.0684130106590575
mister,Mister Trash Wheel,251,April,2018,4/26/2018,3.81,15,1580,1870,12000,12,980,1560,3,64,0.3401242931022354,-0.6954581975061529
mister,Mister Trash Wheel,252,May,2018,5/12/2018,3.36,15,2130,2340,11000,9,1140,2140,4,56,0.7494254540063395,-0.9824345584395123
mister,Mister Trash Wheel,253,May,2018,5/14/2018,4.29,15,2350,2130,14000,5,600,2350,5,72,0.3585537104856309,-1.1468056548057313
mister,Mister Trash Wheel,254,May,2018,5/14/2018,4.29,15,2460,2370,17000,3,740,2570,3,72,0.6078168300817446,-1.3333459357230717
mister,Mister Trash Wheel,255,May,2018,5/16/2018,4,15,1220,1360,8000,4,350,780,2,67,-0.3519448260739836,-1.054244496608159
mister,Mister Trash Wheel,256,May,2018,5/16/2018,3.25,15,950,890,7000,3,250,1010,3,54,-0.4148740640143553,-1.1046708181404903
mister,Mister Trash Wheel,257,May,2018,5/16/2018,1.6,15,400,320,4000,2,210,780,0,27,-0.5565593092668926,-1.139961902447835
mister,Mister Trash Wheel,258,May,2018,5/17/2018,3.62,15,1050,1170,6000,4,470,970,2,60,-0.21132673455674394,-1.088058126508332
mister,Mister Trash Wheel,259,May,2018,5/28/2018,3.19,15,1480,1560,8000,3,1360,2340,3,53,1.0397836729524512,-1.4420681269543656
mister,Mister Trash Wheel,260,May,2018,5/28/2018,2.86,15,1300,1230,7000,6,1130,2140,2,48,0.6802311301322166,-1.1650444652662784
mister,Mister Trash Wheel,261,May,2018,5/28/2018,4.1,15,1650,1490,9000,2,820,1930,1,68,0.44161216994971003,-1.3663825862734642
mister,Mister Trash Wheel,262,May,2018,5/31/2018,3.38,15,2130,2240,11000,9,650,2350,2,56,0.3304917561260449,-0.8829893055688514
mister,Mister Trash Wheel,263,June,2018,6/3/2018,3.3499999999999996,15,2340,2580,12000,11,1130,1760,5,56,0.6312680408930644,-0.8252004210513582
mister,Mister Trash Wheel,264,June,2018,6/3/2018,3.17,15,1890,2130,14000,6,870,1590,4,53,0.3905566082161841,-1.093452300379986
mister,Mister Trash Wheel,265,June,2018,6/5/2018,4.1899999999999995,15,1420,1650,8000,3,590,1020,3,70,-0.014886051773689688,-1.1967783961947298
mister,Mister Trash Wheel,266,June,2018,6/5/2018,2.6,15,1280,1330,9000,3,630,1170,2,43,0.029283504763021186,-1.207552782856589
mister,Mister Trash Wheel,267,June,2018,6/5/2018,4.1499999999999995,15,1140,1290,7000,2,570,1340,4,69,0.030053671874284597,-1.2722431719059573
mister,Mister Trash Wheel,268,June,2018,6/12/2018,4.23,15,870,950,11000,6,890,1220,2,71,0.18795009657861683,-1.0520671049085946
mister,Mister Trash Wheel,269,June,2018,6/12/2018,4.1499999999999995,15,940,1130,10000,8,760,1430,8,69,0.10225783603239508,-0.9004096834468992
mister,Mister Trash Wheel,270,June,2018,6/12/2018,4.44,15,620,730,5000,4,810,1020,3,74,0.0748679172042767,-1.1574251041874117
mister,Mister Trash Wheel,271,June,2018,6/28/2018,3.12,15,1560,1780,13000,5,1240,1750,2,52,0.7597791801137701,-1.246917675356193
mister,Mister Trash Wheel,272,June,2018,6/29/2018,0.96,15,1720,1980,12000,4,1110,1500,2,16,0.6135617134016104,-1.2773469785845524
mister,Mister Trash Wheel,273,July,2018,7/18/2018,2.99,15,1890,1630,13000,8,850,1290,3,50,0.21121214399576407,-0.9241329453502122
mister,Mister Trash Wheel,274,July,2018,7/22/2018,3.49,15,1760,1830,10000,10,790,1340,1,58,0.14140707866216576,-0.779024814768714
mister,Mister Trash Wheel,275,July,2018,7/24/2018,4.39,15,890,1020,8000,4,340,710,5,73,-0.4133379009548724,-1.0407058207564115
mister,Mister Trash Wheel,276,July,2018,7/24/2018,3.57,15,710,850,6000,2,410,820,3,60,-0.30164776195320536,-1.1975791456547664
mister,Mister Trash Wheel,277,July,2018,7/24/2018,3.79,15,620,540,4000,2,370,560,1,63,-0.43705634860565223,-1.1680280043096838
mister,Mister Trash Wheel,278,July,2018,7/24/2018,4.24,15,780,670,5000,3,50,720,2,71,-0.7014473673906861,-1.0392020375658249
mister,Mister Trash Wheel,279,July,2018,7/25/2018,3.49,15,540,430,8000,6,410,910,7,58,-0.3927043729517682,-0.9170630624050065
mister,Mister Trash Wheel,280,July,2018,7/25/2018,4.159999999999999,15,670,720,7000,4,360,840,4,69,-0.39350337940659935,-1.0463668899920633
mister,Mister Trash Wheel,281,July,2018,7/26/2018,3.17,15,820,540,6000,8,430,750,5,53,-0.44021135043999043,-0.7771619099715511
mister,Mister Trash Wheel,282,July,2018,7/28/2018,3.3099999999999996,15,540,650,10000,5,500,690,1,55,-0.32935995608880325,-0.9976466031474374
mister,Mister Trash Wheel,283,July,2018,7/28/2018,3.32,15,730,670,7000,6,290,1020,7,55,-0.4530912920455427,-0.9017723350728223
mister,Mister Trash Wheel,284,July,2018,7/28/2018,3.98,15,910,790,5000,9,370,560,2,66,-0.543234698646124,-0.6888757950304003
mister,Mister Trash Wheel,285,July,2018,7/28/2018,3.84,15,710,630,8000,2,300,730,3,64,-0.44714665939846987,-1.1633899638344003
mister,Mister Trash Wheel,286,August,2018,8/9/2018,3.3099999999999996,15,1750,990,11000,6,910,1650,6,55,0.34025392117410275,-1.084213931594482
mister,Mister Trash Wheel,287,August,2018,8/14/2018,4.619999999999999,18,1320,1010,4900,14,1260,920,1,77,0.3172738112062844,-0.5672386701374043
mister,Mister Trash Wheel,288,August,2018,8/14/2018,3.74,15,2740,1130,6700,29,2100,1340,9,62,0.9716974643348428,0.25364671918803444
mister,Mister Trash Wheel,289,August,2018,8/14/2018,3.27,15,1120,790,4000,4,1050,1160,0,55,0.3489783430145004,-1.2215958211398479
mister,Mister Trash Wheel,290,August,2018,8/14/2018,3.04,18,2100,980,3000,12,940,990,2,51,0.08494012365809812,-0.6401291283649776
mister,Mister Trash Wheel,291,September,2018,9/1/2018,2.4299999999999997,15,3110,1420,6500,38,990,1620,14,41,-0.13995097607722637,1.1019631028251924
mister,Mister Trash Wheel,292,September,2018,9/1/2018,3.3499999999999996,15,1200,880,5000,9,1210,1500,11,56,0.5086972103346037,-0.932479531263632
mister,Mister Trash Wheel,293,September,2018,9/9/2018,3.5,15,1390,870,7200,18,560,2100,6,58,-0.12574655339991977,-0.19823174295940726
mister,Mister Trash Wheel,294,September,2018,9/9/2018,4.25,18,940,600,2500,6,470,860,0,71,-0.33345069619497836,-0.9327375409620227
mister,Mister Trash Wheel,295,September,2018,9/10/2018,3.77,15,1220,940,5000,12,850,1100,4,63,0.00962442498332032,-0.6227812944124975
mister,Mister Trash Wheel,296,September,2018,9/16/2018,2.26,15,1960,1070,7000,31,1000,1570,9,38,-0.06561630041502398,0.6280311102329124
mister,Mister Trash Wheel,297,September,2018,9/25/2018,3.09,18,2150,950,8000,19,490,1410,16,52,-0.35605599392121395,-0.07792288863492591
mister,Mister Trash Wheel,298,September,2018,9/25/2018,2.9499999999999997,15,2380,1250,7500,22,1500,1860,14,49,0.6817067210623816,-0.12770898477422427
mister,Mister Trash Wheel,299,October,2018,10/4/2018,3.28,15,1440,800,4000,11,1700,2100,8,55,1.0793004688060257,-0.9367371858969586
mister,Mister Trash Wheel,300,October,2018,10/4/2018,3.1,18,1080,610,6000,26,820,1640,8,52,-0.1800846508041083,0.3291884175238705
mister,Mister Trash Wheel,301,October,2018,10/19/2018,3.04,15,1840,710,8000,38,1050,1820,11,51,-0.12244491522720945,1.094572172792615
mister,Mister Trash Wheel,302,November,2018,11/4/2018,3.11,15,2100,1420,5500,12,880,980,6,52,0.06902066455331587,-0.634214643889485
mister,Mister Trash Wheel,303,November,2018,11/4/2018,2.26,15,1500,1040,4000,8,1210,1440,4,38,0.5267051296385628,-1.0022068596105431
mister,Mister Trash Wheel,304,November,2018,11/4/2018,3.46,15,660,560,3000,4,700,840,0,58,-0.09201592699603871,-1.1197904592253571
mister,Mister Trash Wheel,305,November,2018,11/4/2018,4.54,18,590,540,2000,14,390,880,4,76,-0.5672637217260835,-0.3602552098356222
mister,Mister Trash Wheel,306,November,2018,11/19/2018,3.19,15,1200,1140,6500,21,1100,1660,9,53,0.23586936770352565,-0.09096271267162752
mister,Mister Trash Wheel,307,November,2018,11/25/2018,3.17,15,2610,1600,6000,28,940,1650,14,53,0.019752843862384416,0.41705156286389444
mister,Mister Trash Wheel,308,November,2018,11/25/2018,2.78,18,1820,1880,5000,8,800,1220,2,46,0.16384656124741573,-0.9148586268319763
mister,Mister Trash Wheel,309,November,2018,11/25/2018,2.77,15,1080,1640,6000,14,640,980,0,46,-0.20101203059261266,-0.44333408028974985
mister,Mister Trash Wheel,310,November,2018,11/30/2018,3.26,15,790,1000,5500,31,1080,1140,6,54,-0.1316327727705744,0.638958172144302
mister,Mister Trash Wheel,311,December,2018,12/17/2018,3.53,18,1240,990,4000,20,840,1200,8,59,-0.1210163155507303,-0.07367337074532337
mister,Mister Trash Wheel,312,December,2018,12/20/2018,3.38,15,780,940,3000,10,550,840,8,56,-0.3065196612742501,-0.6786756041691965
mister,Mister Trash Wheel,313,December,2018,12/20/2018,2.96,15,480,500,1500,18,400,300,0,49,-0.7918103705224676,-0.05161450992015378
mister,Mister Trash Wheel,314,December,2018,12/20/2018,3.62,15,300,440,2000,10,250,400,4,60,-0.7586137821243327,-0.5759481478975208
mister,Mister Trash Wheel,315,January,2019,1/23/2019,2.5,15,990,1640,4500,6,990,1230,13,42,0.3555268536937505,-1.0897266304177535
mister,Mister Trash Wheel,316,January,2019,1/23/2019,3.07,15,1110,1940,6000,21,1010,750,17,51,-0.0046460348347767645,-0.034462622818485396
mister,Mister Trash Wheel,317,February,2019,2/12/2019,2.3299999999999996,15,580,890,3400,0,750,1100,2,39,0.1280343721140989,-1.4286467290896632
mister,Mister Trash Wheel,318,February,2019,2/12/2019,3.24,15,2200,2750,4600,4,1400,1750,11,54,1.0334659770495702,-1.3736822780618525
mister,Mister Trash Wheel,319,March,2019,3/5/2019,2.52,15,1900,3300,6600,14,790,1250,14,42,0.18433759337220154,-0.5262261600355647
mister,Mister Trash Wheel,320,March,2019,3/5/2019,2.27,14,2800,2700,8400,5,800,1400,9,38,0.3664183308920854,-1.150667490402922
mister,Mister Trash Wheel,321,March,2019,3/22/2019,3.06,15,840,1050,3500,3,450,840,0,51,-0.26112172464405353,-1.1429431852948657
mister,Mister Trash Wheel,322,March,2019,3/22/2019,3.3299999999999996,15,680,880,2400,4,240,650,6,56,-0.5402702967089508,-1.0126609404755245
mister,Mister Trash Wheel,323,March,2019,3/22/2019,3.03,15,300,500,2000,0,425,750,6,51,-0.30452794984869047,-1.328317286632944
mister,Mister Trash Wheel,324,March,2019,3/23/2019,2.6,15,240,450,1200,2,350,600,3,43,-0.4603460029246377,-1.1635619703083913
mister,Mister Trash Wheel,325,April,2019,4/13/2019,2.26,15,1015,990,5600,6,510,775,11,38,-0.2711836411488027,-0.9441922669259664
mister,Mister Trash Wheel,326,April,2019,4/18/2019,3.52,15,2150,2200,6450,11,780,1020,14,59,0.08146225208520969,-0.6983797083520225
mister,Mister Trash Wheel,327,April,2019,4/18/2019,3.84,15,580,480,3100,3,250,230,4,64,-0.6573094103547942,-1.0522355143688977
mister,Mister Trash Wheel,328,April,2019,4/24/2019,3.57,15,1400,1760,5500,5,1040,1200,8,60,0.4291576254177376,-1.171575254743109
mister,Mister Trash Wheel,329,April,2019,4/30/2019,5.1,15,800,450,2400,2,240,350,1,85,-0.6179660853606557,-1.1261310929719888
mister,Mister Trash Wheel,330,April,2019,4/30/2019,3.53,15,1110,1460,7200,12,500,580,4,59,-0.4078035220393274,-0.5243617356714982
mister,Mister Trash Wheel,331,May,2019,5/11/2019,3.04,15,1980,2100,4400,6,660,680,8,51,-0.03937474420312466,-0.9962586609055494
mister,Mister Trash Wheel,332,May,2019,5/11/2019,3.07,15,1040,1240,3200,14,780,1040,14,51,-0.07935216582016928,-0.471004478902717
mister,Mister Trash Wheel,333,May,2019,5/13/2019,3.23,15,940,1400,5990,10,1000,780,9,54,0.14806408228139234,-0.7844917134752297
mister,Mister Trash Wheel,334,May,2019,5/13/2019,3.73,15,600,450,1200,3,240,350,4,62,-0.6390629792044356,-1.0566073604226105
mister,Mister Trash Wheel,335,May,2019,5/13/2019,3.38,15,460,840,980,4,180,250,4,56,-0.7085195261134366,-0.9753880267807885
mister,Mister Trash Wheel,336,May,2019,5/13/2019,2.92,15,980,1200,2400,18,640,800,14,49,-0.35457224951398636,-0.14842767484583766
mister,Mister Trash Wheel,337,May,2019,5/15/2019,2.8299999999999996,15,1880,2440,4200,10,990,460,22,47,0.17823625422740294,-0.7870728131980024
mister,Mister Trash Wheel,338,May,2019,5/15/2019,2.76,15,900,1300,3800,4,480,660,6,46,-0.26949587196593294,-1.0752019902266614
mister,Mister Trash Wheel,339,May,2019,5/28/2019,2.51,15,1740,2000,6400,13,600,780,9,42,-0.2178050064465332,-0.5010801092063838
mister,Mister Trash Wheel,340,May,2019,5/28/2019,2.72,15,1140,1080,5400,16,900,1080,10,45,-0.009613590732227159,-0.3584091232460012
mister,Mister Trash Wheel,341,May,2019,5/31/2019,3.19,15,2040,1250,6600,17,860,1480,8,53,0.0665227933923898,-0.3084476855477454
mister,Mister Trash Wheel,342,June,2019,6/12/2019,3.23,15,2800,2200,7800,14,1050,2000,17,54,0.542893175326938,-0.608242121117777
mister,Mister Trash Wheel,343,June,2019,6/12/2019,3.08,15,1800,2240,6300,11,600,1450,8,51,0.01289135835503846,-0.6822819798683362
mister,Mister Trash Wheel,344,June,2019,6/17/2019,3.02,15,3300,2400,8000,18,500,1600,16,50,-0.12770405860128958,-0.19097636734064677
mister,Mister Trash Wheel,345,July,2019,7/3/2019,2.08,15,1880,1640,7200,22,800,1380,11,35,-0.07783436610258224,0.049802708998776216
mister,Mister Trash Wheel,346,July,2019,7/3/2019,2.03,15,2000,1100,5000,18,400,1500,8,34,-0.3958350679668903,-0.13493420266070855
mister,Mister Trash Wheel,347,July,2019,7/6/2019,2.48,15,2680,980,4400,34,560,980,20,41,-0.6739199375249814,0.9665080787394387
mister,Mister Trash Wheel,348,July,2019,7/6/2019,3.34,15,950,650,3400,4,280,680,7,56,-0.5089605951778797,-1.019517913799209
mister,Mister Trash Wheel,349,July,2019,7/6/2019,2.69,15,3700,1500,5800,12,600,1100,8,45,-0.12422382572196608,-0.5844531270898876
mister,Mister Trash Wheel,350,July,2019,7/6/2019,2.57,15,1900,840,8800,18,880,1400,18,43,0.015525028260761525,-0.23078577422838095
mister,Mister Trash Wheel,351,July,2019,7/9/2019,3.4499999999999997,15,3600,980,8400,18,680,1440,14,58,-0.12058375464023963,-0.19576610242263895
mister,Mister Trash Wheel,352,July,2019,7/9/2019,2.25,15,2400,1100,9400,38,380,2040,22,38,-0.6427880438760886,1.2227287923267096
mister,Mister Trash Wheel,353,July,2019,7/13/2019,2.48,15,4400,1800,7200,11,660,1340,12,41,0.05676650341876066,-0.68820019241903585
mister,Mister Trash Wheel,354,July,2019,7/13/2019,3.13,15,980,210,1000,0,360,740,4,52,-0.38277439330153024,-1.3097219673972977
mister,Mister Trash Wheel,355,July,2019,7/13/2019,2.65,15,1980,800,4400,12,440,1800,14,44,-0.18818750098005532,-0.5706843612104057
mister,Mister Trash Wheel,356,July,2019,7/19/2019,3.96,15,3600,1400,6800,8,280,1600,32,66,-0.21197777221376846,-0.8163941695918829
mister,Mister Trash Wheel,357,August,2019,8/2/2019,2.61,15,2200,680,5000,24,740,1380,10,44,-0.25354058043227,0.2187104660749118
mister,Mister Trash Wheel,358,August,2019,8/2/2019,3.82,15,2800,980,4800,12,360,640,4,64,-0.5348404302292704,-0.49244252255627224
mister,Mister Trash Wheel,359,August,2019,8/8/2019,2.66,15,4200,1400,7800,32,240,1310,14,44,-0.7898693399922107,0.869247112651027
mister,Mister Trash Wheel,360,August,2019,8/24/2019,4.25,15,800,360,1800,0,100,240,0,71,-0.7482778056795056,-1.2254420218095858
mister,Mister Trash Wheel,361,August,2019,8/24/2019,2.96,15,1400,720,2200,4,180,540,6,49,-0.6250078836964352,-0.9920037020781357
mister,Mister Trash Wheel,362,August,2019,8/24/2019,4,15,1800,980,3600,8,88,980,13,67,-0.6398843357778218,-0.7254972644710418
mister,Mister Trash Wheel,363,August,2019,8/24/2019,3.17,15,2210,950,5000,24,120,960,21,53,-0.9114019723375095,0.375598469934969
mister,Mister Trash Wheel,364,October,2019,10/18/2019,3.07,15,980,800,2200,6,840,1100,4,51,0.09809397513513606,-1.0330251141886992
mister,Mister Trash Wheel,365,October,2019,10/18/2019,2.4099999999999997,15,2800,2020,6500,10,660,1200,12,40,0.02853280101301649,-0.7493487360152405
mister,Mister Trash Wheel,366,October,2019,10/18/2019,3.21,15,1900,1200,6600,22,800,2100,16,54,0.07059432772683716,0.017079281956213922
mister,Mister Trash Wheel,367,October,2019,10/25/2019,3.25,15,2780,2100,7200,16,940,1980,28,54,0.3951823009835766,-0.4424490807344683
mister,Mister Trash Wheel,368,October,2019,10/28/2019,3.4299999999999997,15,2440,2000,5300,10,350,1400,12,57,-0.22193362865397484,-0.690291597419286
mister,Mister Trash Wheel,369,October,2019,10/28/2019,3.28,15,3400,1880,7800,12,480,1580,20,55,-0.07674553785659466,-0.5912081038968042
mister,Mister Trash Wheel,370,October,2019,10/28/2019,2.66,15,920,1240,4800,0,240,560,4,44,-0.4501704579499704,-1.2915450916024929
mister,Mister Trash Wheel,371,October,2019,10/30/2019,2.98,15,1260,1480,3600,14,320,880,2,50,-0.5378115292192842,-0.36408911233002744
mister,Mister Trash Wheel,372,November,2019,11/2/2019,3.05,15,1980,1550,4900,8,180,560,12,51,-0.6062987006072856,-0.7333349666431813
mister,Mister Trash Wheel,373,November,2019,11/2/2019,2.23,15,1000,1200,6400,12,560,880,2,37,-0.30209084184076196,-0.549615380584689
mister,Mister Trash Wheel,374,November,2019,11/4/2019,3.2,15,960,800,5500,4,340,1020,11,53,-0.34843753250810977,-1.0548271453855123
mister,Mister Trash Wheel,375,November,2019,11/4/2019,3.2,15,640,720,3400,0,210,400,4,53,-0.571239732343452,-1.2653140363271633
mister,Mister Trash Wheel,376,November,2019,11/25/2019,3.58,15,860,980,4000,8,180,720,1,60,-0.6475238016298863,-0.7283781159954716
mister,Mister Trash Wheel,377,November,2019,11/25/2019,3.88,15,590,500,1200,0,88,190,0,65,-0.7641564158615851,-1.222108468621623
mister,Mister Trash Wheel,378,November,2019,11/25/2019,2.25,15,1800,1680,2800,24,100,240,3,38,-1.0721864079596735,0.4081413983428244
